#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=3967611834686674718
#*** LG = 1 likelihood = -4393.5332
#marker_number	male_position	female_position	( 0.0 )[	phased data]
84	20.172	34.376	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011101100100110010000011011011100000000111101001001010110111000100110010111111001101111111100110111110001 0 0
86	20.172	34.376	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011101100100110010000011011011100000000111101001001010110111000100110010111111001101111111100110111110001 0 0
88	21.349	34.376	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011101100100110010100011011011100000000111101001001010110111000100110010111111001101111111100110111110001 1 0
91	21.349	35.552	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011101100100110010100011011011100000000111101001001010110111000100110010111111001101111111101110111110001 0 1
93	21.349	35.552	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011101100100110010100011011011100000000111101001001010110111000100110010111111001101111111101110111110001 0 0
94	21.349	35.552	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011101100100110010100011011011100000000111101001001010110111000100110010111111001101111111101110111110001 0 0
87	21.349	35.552	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011101100100110010100011011011100000000111101001001010110111000100110010111111001101111111101110111110001 0 0
95	21.349	35.552	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011101100100110010100011011011100000000111101001001010110111000100110010111111001101111111101110111110001 0 0
92	21.349	35.552	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011101100100110010100011011011100000000111101001001010110111000100110010111111001101111111101110111110001 0 0
90	21.349	35.552	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011101100100110010100011011011100000000111101001001010110111000100110010111111001101111111101110111110001 0 0
89	21.349	35.552	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011101100100110010100011011011100000000111101001001010110111000100110010111111001101111111101110111110001 0 0
103	22.525	36.729	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 1 1
114	22.525	36.729	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
101	22.525	36.729	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
110	22.525	36.729	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
99	22.525	36.729	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
100	22.525	36.729	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
112	22.525	36.729	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
104	22.525	36.729	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
111	22.525	36.729	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
102	22.525	36.729	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
113	22.525	36.729	( 0 )	1111000010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
98	23.702	36.729	( 0 )	1111010010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 1 0
97	23.702	36.729	( 0 )	1111010010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
96	23.702	36.729	( 0 )	1111010010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
109	23.702	36.729	( 0 )	1111010010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
105	23.702	36.729	( 0 )	1111010010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
106	23.702	36.729	( 0 )	1111010010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
107	23.702	36.729	( 0 )	1111010010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
108	23.702	36.729	( 0 )	1111010010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100110010111111001101111111111110111110001 0 0
118	23.702	39.110	( 0 )	1111010010110100111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100010011111111001101111111111110111110001 0 2
117	26.083	39.110	( 0 )	1111000010110101111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100010011111111001101111111111110111110001 2 0
116	26.083	39.110	( 0 )	1111000010110101111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100010011111111001101111111111110111110001 0 0
119	26.083	39.110	( 0 )	1111000010110101111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100010011111111001101111111111110111110001 0 0
115	26.083	39.110	( 0 )	1111000010110101111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100010011111111001101111111111110111110001 0 0
124	26.083	40.287	( 0 )	1111000010110101111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100010011111111000101111111111110111110001 0 1
123	26.083	40.287	( 0 )	1111000010110101111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100010011111111000101111111111110111110001 0 0
122	26.083	41.463	( 0 )	1111000010110101111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100010011111111000101111111111110101110001 0 1
121	26.083	41.463	( 0 )	1111000010110101111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100010011111111000101111111111110101110001 0 0
120	26.083	41.463	( 0 )	1111000010110101111111101011010001101110111000011101100100010100111011111100100110010100011011011100000000111101001001010110111000100010011111111000101111111111110101110001 0 0
128	28.465	43.845	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000111101001001010110111000100010011111111000101111111111110101110001 2 2
126	28.465	43.845	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000111101001001010110111000100010011111111000101111111111110101110001 0 0
129	28.465	43.845	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000111101001001010110111000100010011111111000101111111111110101110001 0 0
125	28.465	43.845	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000111101001001010110111000100010011111111000101111111111110101110001 0 0
130	28.465	43.845	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000111101001001010110111000100010011111111000101111111111110101110001 0 0
127	28.465	45.021	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000111101001001010110111000100010011111111000101111111111110101010001 0 1
131	28.465	48.637	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000111101001001010010111000100010011111111000101111111111111101010011 0 3
133	28.465	48.637	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000111101001001010010111000100010011111111000101111111111111101010011 0 0
132	28.465	48.637	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000111101001001010010111000100010011111111000101111111111111101010011 0 0
134	28.465	49.814	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000111101001001010011111000100010011111111000101111111111111101010011 0 1
135	28.465	49.814	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000111101001001010011111000100010011111111000101111111111111101010011 0 0
137	28.465	50.990	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000111101001001010011111000101010011111111000101111111111111101010011 0 1
136	28.465	50.990	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000111101001001010011111000101010011111111000101111111111111101010011 0 0
140	28.465	52.167	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000110101001001010011111000101010011111111000101111111111111101010011 0 1
139	28.465	52.167	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000110101001001010011111000101010011111111000101111111111111101010011 0 0
144	28.465	52.167	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000110101001001010011111000101010011111111000101111111111111101010011 0 0
142	28.465	52.167	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000110101001001010011111000101010011111111000101111111111111101010011 0 0
141	28.465	52.167	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000110101001001010011111000101010011111111000101111111111111101010011 0 0
138	28.465	52.167	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000110101001001010011111000101010011111111000101111111111111101010011 0 0
143	28.465	52.167	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000110101001001010011111000101010011111111000101111111111111101010011 0 0
145	28.465	54.548	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000110101101001010011111000101010011110111000101111111111111101010011 0 2
147	28.465	54.548	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000110101101001010011111000101010011110111000101111111111111101010011 0 0
150	28.465	54.548	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000110101101001010011111000101010011110111000101111111111111101010011 0 0
148	28.465	54.548	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000110101101001010011111000101010011110111000101111111111111101010011 0 0
158	28.465	54.548	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000110101101001010011111000101010011110111000101111111111111101010011 0 0
146	28.465	54.548	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000110101101001010011111000101010011110111000101111111111111101010011 0 0
149	28.465	54.548	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000110101101001010011111000101010011110111000101111111111111101010011 0 0
151	28.465	54.548	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001011011101000000110101101001010011111000101010011110111000101111111111111101010011 0 0
153	28.465	56.930	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001111011101000000110101101001010011111000101010011110111000101111111111111001010011 0 2
157	28.465	56.930	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001111011101000000110101101001010011111000101010011110111000101111111111111001010011 0 0
152	28.465	56.930	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001111011101000000110101101001010011111000101010011110111000101111111111111001010011 0 0
155	28.465	56.930	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001111011101000000110101101001010011111000101010011110111000101111111111111001010011 0 0
154	28.465	56.930	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001111011101000000110101101001010011111000101010011110111000101111111111111001010011 0 0
156	28.465	56.930	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001111011101000000110101101001010011111000101010011110111000101111111111111001010011 0 0
160	28.465	60.546	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001111011101000101110101101001010011111000101010011110111000100111111111111001010011 0 3
159	28.465	60.546	( 0 )	1111000010110101111111101011010001101110111000011101100100010110111011110100100110010100001111011101000101110101101001010011111000101010011110111000100111111111111001010011 0 0
163	30.846	60.546	( 0 )	1111000010110101111111101011010001101110101000010101100100010110111011110100100110010100001111011101000101110101101001010011111000101010011110111000100111111111111001010011 2 0
165	32.023	60.546	( 0 )	1111000010110101111111101011010001101110101000010101100100010110111011110100100110011100001111011101000101110101101001010011111000101010011110111000100111111111111001010011 1 0
166	32.023	60.546	( 0 )	1111000010110101111111101011010001101110101000010101100100010110111011110100100110011100001111011101000101110101101001010011111000101010011110111000100111111111111001010011 0 0
162	32.023	60.546	( 0 )	1111000010110101111111101011010001101110101000010101100100010110111011110100100110011100001111011101000101110101101001010011111000101010011110111000100111111111111001010011 0 0
161	32.023	60.546	( 0 )	1111000010110101111111101011010001101110101000010101100100010110111011110100100110011100001111011101000101110101101001010011111000101010011110111000100111111111111001010011 0 0
164	32.023	61.722	( 0 )	1111000010110101111111101011010001101110101000010101100100010110111011110100100110011100001111011101000101110111101001010011111000101010011110111000100111111111111001010011 0 1
167	33.199	61.722	( 0 )	1111000010110101111111101011010001101110101000010101100100000110111011110100100110011100001111011101000101110111101001010011111000101010011110111000100111111111111001010011 1 0
179	33.199	62.899	( 0 )	1111000010110101111111101011010001101110101000010101100100000110111011110100100110011100001111011111000101110111101001010011111000101010011110111000100111111111111001010011 0 1
170	33.199	62.899	( 0 )	1111000010110101111111101011010001101110101000010101100100000110111011110100100110011100001111011111000101110111101001010011111000101010011110111000100111111111111001010011 0 0
168	33.199	62.899	( 0 )	1111000010110101111111101011010001101110101000010101100100000110111011110100100110011100001111011111000101110111101001010011111000101010011110111000100111111111111001010011 0 0
177	33.199	62.899	( 0 )	1111000010110101111111101011010001101110101000010101100100000110111011110100100110011100001111011111000101110111101001010011111000101010011110111000100111111111111001010011 0 0
178	33.199	62.899	( 0 )	1111000010110101111111101011010001101110101000010101100100000110111011110100100110011100001111011111000101110111101001010011111000101010011110111000100111111111111001010011 0 0
174	33.199	64.075	( 0 )	1111000010110101111111101011010001101110101000010101100100000110111011110100100110011100001011011111000101110111101001010011111000101010011110111000100111111111111001010011 0 1
172	33.199	64.075	( 0 )	1111000010110101111111101011010001101110101000010101100100000110111011110100100110011100001011011111000101110111101001010011111000101010011110111000100111111111111001010011 0 0
