#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=6781485760720850235
#*** LG = 1 likelihood = -1668.2229
#marker_number	male_position	female_position	( 0.0 )[	phased data]
52	9.441	17.995	( 0 )	1100111010100001101000110000111000011111011001101001011010011100000011100111000011010111010100000011100000111011100100001010100011000001110110000010111011001101111101100000 0 0
49	11.822	17.995	( 0 )	1101111010100001101000010000111000011111011001101001011010011100000011100111000011010111010100000011100000111011100100001010100011000001110110000010111011001101111101100000 2 0
51	11.822	17.995	( 0 )	1101111010100001101000010000111000011111011001101001011010011100000011100111000011010111010100000011100000111011100100001010100011000001110110000010111011001101111101100000 0 0
50	11.822	17.995	( 0 )	1101111010100001101000010000111000011111011001101001011010011100000011100111000011010111010100000011100000111011100100001010100011000001110110000010111011001101111101100000 0 0
46	11.822	21.611	( 0 )	1101111010100001101000010000111000011111011001101001011010011100000011100111000011010111010100000011100000111011100100001010100011000001110110001010111011001101010101100000 0 3
47	11.822	21.611	( 0 )	1101111010100001101000010000111000011111011001101001011010011100000011100111000011010111010100000011100000111011100100001010100011000001110110001010111011001101010101100000 0 0
48	11.822	21.611	( 0 )	1101111010100001101000010000111000011111011001101001011010011100000011100111000011010111010100000011100000111011100100001010100011000001110110001010111011001101010101100000 0 0
44	11.822	25.227	( 0 )	1101111010100001101000010000111000011111011001101001011010011100000011100111000011010111010100000011101000111011100101001010100011000001111110001010111011001101010101100000 0 3
45	11.822	25.227	( 0 )	1101111010100001101000010000111000011111011001101001011010011100000011100111000011010111010100000011101000111011100101001010100011000001111110001010111011001101010101100000 0 0
42	12.998	26.404	( 0 )	1101111010100001001000010000111000011111011001101001011010011100000011100111000011010111010100000011101000111011100101001010100011000001111110001010111011001111010101100000 1 1
43	12.998	26.404	( 0 )	1101111010100001001000010000111000011111011001101001011010011100000011100111000011010111010100000011101000111011100101001010100011000001111110001010111011001111010101100000 0 0
36	12.998	27.580	( 0 )	1101111010100001001000010000111000011111011001101001011010011100000011100111000011010111010100000011101000111011100101001010100011000001111110001010111011001111000101100000 0 1
38	12.998	27.580	( 0 )	1101111010100001001000010000111000011111011001101001011010011100000011100111000011010111010100000011101000111011100101001010100011000001111110001010111011001111000101100000 0 0
41	12.998	27.580	( 0 )	1101111010100001001000010000111000011111011001101001011010011100000011100111000011010111010100000011101000111011100101001010100011000001111110001010111011001111000101100000 0 0
37	12.998	27.580	( 0 )	1101111010100001001000010000111000011111011001101001011010011100000011100111000011010111010100000011101000111011100101001010100011000001111110001010111011001111000101100000 0 0
40	12.998	29.962	( 0 )	1101111010100001001000010000111000011111011001101001011010011100000011100111000011010111010101100011101000111011100101001010100011000001111110001010111011001111000101100000 0 2
39	12.998	29.962	( 0 )	1101111010100001001000010000111000011111011001101001011010011100000011100111000011010111010101100011101000111011100101001010100011000001111110001010111011001111000101100000 0 0
35	16.615	29.962	( 0 )	1101111000100001001000010000111000010101011001101001011010011100000011100111000011010111010101100011101000111011100101001010100011000001111110001010111011001111000101100000 3 0
33	16.615	33.578	( 0 )	1101111000100001001000010000111000010101011001101001011010011100000011100111000011010111010101100011101000111011100101001110100011100001111110001010111011001111000100100000 0 3
34	16.615	34.754	( 0 )	1101111000100001001000010000111000010101011001101001011010011100000011100111000011010111000101100011101000111011100101001110100011100001111110001010111011001111000100100000 0 1
32	16.615	35.931	( 0 )	1101111000100001001000010000111000010101011001101001011010011100000011100111000011010111000101110011101000111011100101001110100011100001111110001010111011001111000100100000 0 1
30	18.996	37.107	( 0 )	1101111000100001001000010000111000010101001001101001011010011100000010100111000011010111000101110011101000111011110101001110100011100001111110001010111011001111000100100000 2 1
29	18.996	39.489	( 0 )	1101111000100001001000010000111000010101001001101001011010011100000010100111000011010111001101110011101010111011110101001110100011100001111110001010111011001111000100100000 0 2
28	18.996	39.489	( 0 )	1101111000100001001000010000111000010101001001101001011010011100000010100111000011010111001101110011101010111011110101001110100011100001111110001010111011001111000100100000 0 0
31	21.377	39.489	( 0 )	1101111000100001000000010000111000010101001001101001011010001100000010100111000011010111001101110011101010111011110101001110100011100001111110001010111011001111000100100000 2 0
27	21.377	39.489	( 0 )	1101111000100001000000010000111000010101001001101001011010001100000010100111000011010111001101110011101010111011110101001110100011100001111110001010111011001111000100100000 0 0
26	21.377	43.105	( 0 )	1101111000100001000000010000111000010101001001101001011010001100000010100111000011010111001101110011101011111011110101001110100011100001011111001010111011001111000100100000 0 3
22	22.554	43.105	( 0 )	1101111000100001000000010000111000010101001001101001011010001100010010100111000011010111001101110011101011111011110101001110100011100001011111001010111011001111000100100000 1 0
23	22.554	43.105	( 0 )	1101111000100001000000010000111000010101001001101001011010001100010010100111000011010111001101110011101011111011110101001110100011100001011111001010111011001111000100100000 0 0
24	23.730	46.721	( 0 )	1101111000100000000000010000111000010101001001101001011010001100010010100111000011010111011101110011101011111011111101001110100001100001011111001010111011001111000100100000 1 3
25	23.730	47.897	( 0 )	1101111000100000000000010000111000010101001001101001011010001100010010100111000011010111011101110011101011111011111101001110100001100001011111001010110011001111000100100000 0 1
19	29.911	55.411	( 0 )	1101011000100000000000110000011000010101001001101001011010101100010010100110000011010111011101110011101011111011111101001110110001110001011001001010110011010111000100100000 5 6
21	29.911	55.411	( 0 )	1101011000100000000000110000011000010101001001101001011010101100010010100110000011010111011101110011101011111011111101001110110001110001011001001010110011010111000100100000 0 0
17	29.911	55.411	( 0 )	1101011000100000000000110000011000010101001001101001011010101100010010100110000011010111011101110011101011111011111101001110110001110001011001001010110011010111000100100000 0 0
20	29.911	55.411	( 0 )	1101011000100000000000110000011000010101001001101001011010101100010010100110000011010111011101110011101011111011111101001110110001110001011001001010110011010111000100100000 0 0
18	29.911	55.411	( 0 )	1101011000100000000000110000011000010101001001101001011010101100010010100110000011010111011101110011101011111011111101001110110001110001011001001010110011010111000100100000 0 0
14	34.793	60.293	( 0 )	1101011000100000000000110000011000000101001000101001011010101100010010101110000011010011011101110011101011100111111101001110110001110001001001001010110011010111000100100000 4 4
15	37.174	60.293	( 0 )	1101001000100000000100110000011000000101001000101001011010101100010010101110000011010011011101110011101011100111111101001110110001110001001001001010110011010111000100100000 2 0
16	37.174	60.293	( 0 )	1101001000100000000100110000011000000101001000101001011010101100010010101110000011010011011101110011101011100111111101001110110001110001001001001010110011010111000100100000 0 0
13	44.689	67.807	( 0 )	1100001000000000000100110000011000000101001000001001010010101100010010001110000010010000011101110011101011000111111101001110110001110001001001001001110011110111000100100000 6 6
12	45.865	68.984	( 0 )	1100001000000000000100110000011000000101001000001001010010101100010010001110000010000000011101110011101011000111111101001110110001110001001001001101110011110111000100100000 1 1
11	45.865	68.984	( 0 )	1100001000000000000100110000011000000101001000001001010010101100010010001110000010000000011101110011101011000111111101001110110001110001001001001101110011110111000100100000 0 0
10	48.246	71.365	( 0 )	1100001000000000000100110000010000000101001000001001010010101100010000001110000010000000011101110011101011000111111101001110110101110001001001001101110011110111000100100100 2 2
5	54.427	87.726	( 0 )	0100001000000000000100010010010100000100001000001001010010101100010000001110000010000000011101111011001011000111111001000111110101110010001001101101100011110111000110101101 5 12
4	54.427	87.726	( 0 )	0100001000000000000100010010010100000100001000001001010010101100010000001110000010000000011101111011001011000111111001000111110101110010001001101101100011110111000110101101 0 0
9	55.604	87.726	( 0 )	0000001000000000000100010010010100000100001000001001010010101100010000001110000010000000011101111011001011000111111001000111110101110010001001101101100011110111000110101101 1 0
2	55.604	90.107	( 0 )	0000001000000000000100010010010100000100001000001001010010101100010000001110000010000000011111111011001011000111111001000111110101110010001001101101100111110111000110101101 0 2
1	55.604	91.284	( 0 )	0000001000000000000100010010010100000100001000001001010010101100010000001110000010000000011111111011001011000111111001000111110101111010001001101101100111110111000110101101 0 1
3	55.604	92.461	( 0 )	0000001000000000000100010010010100000100001000001001010010101100010000001110000010000000011111111011001011000111111001000111110111111010001001101101100111110111000110101101 0 1
6	59.220	93.637	( 0 )	0000000000000000000100010010010100010100001000001001010010101100000000001110000010000000011111111011001011000111111001000111110111111010001001101101100111110111000110111101 3 1
8	59.220	93.637	( 0 )	0000000000000000000100010010010100010100001000001001010010101100000000001110000010000000011111111011001011000111111001000111110111111010001001101101100111110111000110111101 0 0
7	59.220	93.637	( 0 )	0000000000000000000100010010010100010100001000001001010010101100000000001110000010000000011111111011001011000111111001000111110111111010001001101101100111110111000110111101 0 0
