#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=-8426132873296701745
#*** LG = 1 likelihood = -2675.0684
#marker_number	male_position	female_position	( 0.0 )[	phased data]
131	38.111	65.809	( 0 )	1001011000010001000001101110001001101010001010101001000111000110111010011010001010110011011000100110110100101101000010011000000001001111111101110010101010011010011101100010 0 0
128	38.111	65.809	( 0 )	1001011000010001000001101110001001101010001010101001000111000110111010011010001010110011011000100110110100101101000010011000000001001111111101110010101010011010011101100010 0 0
130	38.111	65.809	( 0 )	1001011000010001000001101110001001101010001010101001000111000110111010011010001010110011011000100110110100101101000010011000000001001111111101110010101010011010011101100010 0 0
127	39.287	65.809	( 0 )	1101011000010001000001101110001001101010001010101001000111000110111010011010001010110011011000100110110100101101000010011000000001001111111101110010101010011010011101100010 1 0
133	40.464	66.986	( 0 )	1101011000010001000001001110001001101010001010101001000111000110111010011010001010110011011000100110110100101101000010011000000101001111111101110010101010011010011101100010 1 1
132	40.464	66.986	( 0 )	1101011000010001000001001110001001101010001010101001000111000110111010011010001010110011011000100110110100101101000010011000000101001111111101110010101010011010011101100010 0 0
136	40.464	68.162	( 0 )	1101011000010001000001001110001001101010001010101001000111000110111010011010001010110011011001100110110100101101000010011000000101001111111101110010101010011010011101100010 0 1
134	40.464	68.162	( 0 )	1101011000010001000001001110001001101010001010101001000111000110111010011010001010110011011001100110110100101101000010011000000101001111111101110010101010011010011101100010 0 0
135	40.464	68.162	( 0 )	1101011000010001000001001110001001101010001010101001000111000110111010011010001010110011011001100110110100101101000010011000000101001111111101110010101010011010011101100010 0 0
139	40.464	70.543	( 0 )	1101011000010001000001001110001001101010001010101001000111000110111010011010001010110011010001100110110100101101000010011000000101001111111101110010101110011010011101100010 0 2
141	40.464	71.720	( 0 )	1101011000010001000001001110001001101010001010101001000111000110111010011010001010110011010001100110110100101101000010011000000101001111111101110010101110011010011111100010 0 1
140	40.464	71.720	( 0 )	1101011000010001000001001110001001101010001010101001000111000110111010011010001010110011010001100110110100101101000010011000000101001111111101110010101110011010011111100010 0 0
137	40.464	71.720	( 0 )	1101011000010001000001001110001001101010001010101001000111000110111010011010001010110011010001100110110100101101000010011000000101001111111101110010101110011010011111100010 0 0
138	40.464	71.720	( 0 )	1101011000010001000001001110001001101010001010101001000111000110111010011010001010110011010001100110110100101101000010011000000101001111111101110010101110011010011111100010 0 0
142	41.641	71.720	( 0 )	1101011000010001000001001110001001101010011010101001000111000110111010011010001010110011010001100110110100101101000010011000000101001111111101110010101110011010011111100010 1 0
144	42.817	71.720	( 0 )	1101011000010001000001011110001001101010011010101001000111000110111010011010001010110011010001100110110100101101000010011000000101001111111101110010101110011010011111100010 1 0
145	42.817	71.720	( 0 )	1101011000010001000001011110001001101010011010101001000111000110111010011010001010110011010001100110110100101101000010011000000101001111111101110010101110011010011111100010 0 0
143	42.817	71.720	( 0 )	1101011000010001000001011110001001101010011010101001000111000110111010011010001010110011010001100110110100101101000010011000000101001111111101110010101110011010011111100010 0 0
146	47.699	71.720	( 0 )	1101011000010001000001011110001001101010011010101001000011000100011010011010000010110011010001100110110100101101000010011000000101001111111101110010101110011010011111100010 4 0
150	47.699	72.896	( 0 )	1101011000010001000001011110001001101010011010101001000011000100011010011010000010110011010001100110110100101101000010011000000101000111111101110010101110011010011111100010 0 1
149	47.699	72.896	( 0 )	1101011000010001000001011110001001101010011010101001000011000100011010011010000010110011010001100110110100101101000010011000000101000111111101110010101110011010011111100010 0 0
148	47.699	72.896	( 0 )	1101011000010001000001011110001001101010011010101001000011000100011010011010000010110011010001100110110100101101000010011000000101000111111101110010101110011010011111100010 0 0
151	47.699	72.896	( 0 )	1101011000010001000001011110001001101010011010101001000011000100011010011010000010110011010001100110110100101101000010011000000101000111111101110010101110011010011111100010 0 0
153	47.699	72.896	( 0 )	1101011000010001000001011110001001101010011010101001000011000100011010011010000010110011010001100110110100101101000010011000000101000111111101110010101110011010011111100010 0 0
154	47.699	74.073	( 0 )	1101011000010001000001011110001001101010011010101001000011000100011010011010000010110011010001100110100100101101000010011000000101000111111101110010101110011010011111100010 0 1
157	47.699	75.250	( 0 )	1101011000010001000001011110001001101010011010101001000011000100011010011010000010110011010001100110100100101101000010011000000101000111111101110010101110011010011111100110 0 1
161	47.699	75.250	( 0 )	1101011000010001000001011110001001101010011010101001000011000100011010011010000010110011010001100110100100101101000010011000000101000111111101110010101110011010011111100110 0 0
160	47.699	75.250	( 0 )	1101011000010001000001011110001001101010011010101001000011000100011010011010000010110011010001100110100100101101000010011000000101000111111101110010101110011010011111100110 0 0
156	48.875	75.250	( 0 )	1101001000010001000001011110001001101010011010101001000011000100011010011010000010110011010001100110100100101101000010011000000101000111111101110010101110011010011111100110 1 0
158	50.052	75.250	( 0 )	1101001000010001000001011110001001101010011010101001000011000100011010011010000010100011010001100110100100101101000010011000000101000111111101110010101110011010011111100110 1 0
147	50.052	75.250	( 0 )	1101001000010001000001011110001001101010011010101001000011000100011010011010000010100011010001100110100100101101000010011000000101000111111101110010101110011010011111100110 0 0
159	50.052	75.250	( 0 )	1101001000010001000001011110001001101010011010101001000011000100011010011010000010100011010001100110100100101101000010011000000101000111111101110010101110011010011111100110 0 0
155	50.052	75.250	( 0 )	1101001000010001000001011110001001101010011010101001000011000100011010011010000010100011010001100110100100101101000010011000000101000111111101110010101110011010011111100110 0 0
162	50.052	76.426	( 0 )	1101001000010001000001011110001001101010011010101001000011000100011010011010000010100011010001100110100100101101000010011000000101010111111101110010101110011010011111100110 0 1
152	50.052	76.426	( 0 )	1101001000010001000001011110001001101010011010101001000011000100011010011010000010100011010001100110100100101101000010011000000101010111111101110010101110011010011111100110 0 0
163	50.052	77.603	( 0 )	1101001000010001000001011110001001101010011010101001000011000100011010011010000010100011010001110110100100101101000010011000000101010111111101110010101110011010011111100110 0 1
164	51.229	81.219	( 0 )	1101001000010001000001011110001001101010011010101001000011000100001010011010000010100011010001110110100101101101000010011000000101010111111101110010101110001010011011100110 1 3
166	52.405	81.219	( 0 )	1101001000010001000001011110001001101010011010101001000011000100001010011011000010100011010001110110100101101101000010011000000101010111111101110010101110001010011011100110 1 0
165	52.405	81.219	( 0 )	1101001000010001000001011110001001101010011010101001000011000100001010011011000010100011010001110110100101101101000010011000000101010111111101110010101110001010011011100110 0 0
170	52.405	81.219	( 0 )	1101001000010001000001011110001001101010011010101001000011000100001010011011000010100011010001110110100101101101000010011000000101010111111101110010101110001010011011100110 0 0
168	52.405	81.219	( 0 )	1101001000010001000001011110001001101010011010101001000011000100001010011011000010100011010001110110100101101101000010011000000101010111111101110010101110001010011011100110 0 0
169	52.405	81.219	( 0 )	1101001000010001000001011110001001101010011010101001000011000100001010011011000010100011010001110110100101101101000010011000000101010111111101110010101110001010011011100110 0 0
167	52.405	82.395	( 0 )	1101001000010001000001011110001001101010011010101001000011000100001010011011000010100011010001110110100101101101000010011000000101010111111101110110101110001010011011100110 0 1
171	52.405	83.572	( 0 )	1101001000010001000001011110001001101010011010101001000011000100001010011011000010100011010001110110100101101101000010011000000101010111111101111110101110001010011011100110 0 1
172	53.582	84.748	( 0 )	1101001000010001000001011110001001101010011010101001000011000100001000011011000010100011010001110110100101101100000010011000000101010111111101111110101110001010011011100110 1 1
174	54.758	84.748	( 0 )	1101001000010000000001011110001001101010011010101001000011000100001000011011000010100011010001110110100101101100000010011000000101010111111101111110101110001010011011100110 1 0
173	54.758	84.748	( 0 )	1101001000010000000001011110001001101010011010101001000011000100001000011011000010100011010001110110100101101100000010011000000101010111111101111110101110001010011011100110 0 0
