#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=-6759642590109148969
#*** LG = 1 likelihood = -2592.577
#marker_number	male_position	female_position	( 0.0 )[	phased data]
189	4.706	5.911	( 0 )	1010011001010101111011100000000000100100000100010100011110000001011110110000011100001001111100100110000101110011111000001001011001001000111000111100101011101110000100110010 0 0
190	4.706	5.911	( 0 )	1010011001010101111011100000000000100100000100010100011110000001011110110000011100001001111100100110000101110011111000001001011001001000111000111100101011101110000100110010 0 0
182	4.706	7.088	( 0 )	1010011001010101111011100000000000100100000100010100011110000001011110110000011100001001111100100110000101110011111000001001011001001000111000111100101011101110000100100010 0 1
183	4.706	7.088	( 0 )	1010011001010101111011100000000000100100000100010100011110000001011110110000011100001001111100100110000101110011111000001001011001001000111000111100101011101110000100100010 0 0
181	4.706	7.088	( 0 )	1010011001010101111011100000000000100100000100010100011110000001011110110000011100001001111100100110000101110011111000001001011001001000111000111100101011101110000100100010 0 0
186	4.706	8.264	( 0 )	1010011001010101111011100000000000100100000100010100011110000001011110110000011100001001111000100110000101110011111000001001011001001000111000111100101011101110000100100010 0 1
187	4.706	8.264	( 0 )	1010011001010101111011100000000000100100000100010100011110000001011110110000011100001001111000100110000101110011111000001001011001001000111000111100101011101110000100100010 0 0
184	4.706	8.264	( 0 )	1010011001010101111011100000000000100100000100010100011110000001011110110000011100001001111000100110000101110011111000001001011001001000111000111100101011101110000100100010 0 0
185	4.706	8.264	( 0 )	1010011001010101111011100000000000100100000100010100011110000001011110110000011100001001111000100110000101110011111000001001011001001000111000111100101011101110000100100010 0 0
180	4.706	9.441	( 0 )	1010011001010101111011100000000000100100000100010100011110000001011110110000011100001001111000100110000101110011111000000001011001001000111000111100101011101110000100100010 0 1
178	4.706	9.441	( 0 )	1010011001010101111011100000000000100100000100010100011110000001011110110000011100001001111000100110000101110011111000000001011001001000111000111100101011101110000100100010 0 0
179	4.706	9.441	( 0 )	1010011001010101111011100000000000100100000100010100011110000001011110110000011100001001111000100110000101110011111000000001011001001000111000111100101011101110000100100010 0 0
147	4.706	13.057	( 0 )	1010011001010101111011100000000000100100000100010100011110000001011110110000011100001011111000100110000101110011111000000001001001001000111000111100101010101110000100100010 0 3
141	5.883	15.438	( 0 )	1010011001010101111011000000000000100100000100010100011110000001011110110000011100001011011000100110000101110011111000000001001001001000111000111100101010101110000100100000 1 2
145	5.883	15.438	( 0 )	1010011001010101111011000000000000100100000100010100011110000001011110110000011100001011011000100110000101110011111000000001001001001000111000111100101010101110000100100000 0 0
143	5.883	15.438	( 0 )	1010011001010101111011000000000000100100000100010100011110000001011110110000011100001011011000100110000101110011111000000001001001001000111000111100101010101110000100100000 0 0
144	5.883	15.438	( 0 )	1010011001010101111011000000000000100100000100010100011110000001011110110000011100001011011000100110000101110011111000000001001001001000111000111100101010101110000100100000 0 0
142	5.883	15.438	( 0 )	1010011001010101111011000000000000100100000100010100011110000001011110110000011100001011011000100110000101110011111000000001001001001000111000111100101010101110000100100000 0 0
146	5.883	17.819	( 0 )	1010011001010101111011000000000000100100000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 2
166	7.059	17.819	( 0 )	1010011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 1 0
149	7.059	17.819	( 0 )	1010011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
167	7.059	17.819	( 0 )	1010011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
168	7.059	17.819	( 0 )	1010011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
156	7.059	17.819	( 0 )	1010011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
150	7.059	17.819	( 0 )	1010011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
155	7.059	17.819	( 0 )	1010011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
154	7.059	17.819	( 0 )	1010011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
151	7.059	17.819	( 0 )	1010011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
148	8.236	17.819	( 0 )	1110011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 1 0
158	8.236	17.819	( 0 )	1110011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
171	8.236	17.819	( 0 )	1110011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
173	8.236	17.819	( 0 )	1110011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
164	8.236	17.819	( 0 )	1110011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
172	8.236	17.819	( 0 )	1110011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
159	8.236	17.819	( 0 )	1110011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
161	8.236	17.819	( 0 )	1110011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
160	8.236	17.819	( 0 )	1110011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
163	8.236	17.819	( 0 )	1110011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
162	8.236	17.819	( 0 )	1110011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
174	8.236	17.819	( 0 )	1110011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
165	8.236	17.819	( 0 )	1110011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
175	8.236	17.819	( 0 )	1110011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
157	8.236	17.819	( 0 )	1110011001010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
169	9.412	17.819	( 0 )	1110011101010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 1 0
152	9.412	17.819	( 0 )	1110011101010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
170	9.412	17.819	( 0 )	1110011101010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
153	9.412	17.819	( 0 )	1110011101010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
177	9.412	17.819	( 0 )	1110011101010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
176	9.412	17.819	( 0 )	1110011101010101111011000000000000100101000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 0 0
140	10.589	17.819	( 0 )	1110011101010101111011000000000000100100000100010100011110000001011110110000011100001011011000100110000101111011111000000001001001001000111000111100101010101110000100100010 1 0
138	11.765	20.201	( 0 )	1110010101010101111011000000000000100100000100010100011110000001011110110000011100001011011000000110000101111011111000000001001001001000111000111110101010101110000100100010 1 2
139	11.765	20.201	( 0 )	1110010101010101111011000000000000100100000100010100011110000001011110110000011100001011011000000110000101111011111000000001001001001000111000111110101010101110000100100010 0 0
137	11.765	20.201	( 0 )	1110010101010101111011000000000000100100000100010100011110000001011110110000011100001011011000000110000101111011111000000001001001001000111000111110101010101110000100100010 0 0
136	11.765	21.377	( 0 )	1110010101010101111011000000000000100100000100010100011110000001011110110000011100001011011000000110000101111011111000000001001001101000111000111110101010101110000100100010 0 1
135	11.765	21.377	( 0 )	1110010101010101111011000000000000100100000100010100011110000001011110110000011100001011011000000110000101111011111000000001001001101000111000111110101010101110000100100010 0 0
134	12.942	21.377	( 0 )	1110010001010101111011000000000000100100000100010100011110000001011110110000011100001011011000000110000101111011111000000001001001101000111000111110101010101110000100100010 1 0
132	12.942	21.377	( 0 )	1110010001010101111011000000000000100100000100010100011110000001011110110000011100001011011000000110000101111011111000000001001001101000111000111110101010101110000100100010 0 0
133	12.942	21.377	( 0 )	1110010001010101111011000000000000100100000100010100011110000001011110110000011100001011011000000110000101111011111000000001001001101000111000111110101010101110000100100010 0 0
125	12.942	22.554	( 0 )	1110010001010101111011000000000000100100000100010100011110000001011110110000011100001011011000000110000101111011111000000001001001101000111000111110101110101110000100100010 0 1
124	12.942	22.554	( 0 )	1110010001010101111011000000000000100100000100010100011110000001011110110000011100001011011000000110000101111011111000000001001001101000111000111110101110101110000100100010 0 0
130	14.118	22.554	( 0 )	1110010101010101111011000000000000100100000100010100011110000001011110110000011100001011011000000110000101111011111000000001001001101000111000111110101110101110000100100010 1 0
129	14.118	22.554	( 0 )	1110010101010101111011000000000000100100000100010100011110000001011110110000011100001011011000000110000101111011111000000001001001101000111000111110101110101110000100100010 0 0
126	14.118	23.730	( 0 )	1110010101010101111011000000000000100100000100010100011110000001011110110000011100001010011000000110000101111011111000000001001001101000111000111110101110101110000100100010 0 1
127	14.118	23.730	( 0 )	1110010101010101111011000000000000100100000100010100011110000001011110110000011100001010011000000110000101111011111000000001001001101000111000111110101110101110000100100010 0 0
128	14.118	23.730	( 0 )	1110010101010101111011000000000000100100000100010100011110000001011110110000011100001010011000000110000101111011111000000001001001101000111000111110101110101110000100100010 0 0
131	15.295	23.730	( 0 )	1110010001010101111011000000000000100100000100010100011110000001011110110000011100001010011000000110000101111011111000000001001001101000111000111110101110101110000100100010 1 0
123	16.471	24.907	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001010011000000110000101111011111000000000001001101000111000111110101110101110000100100010 1 1
121	16.471	26.083	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001010011000000110000101111011111000000000001001101000111000111110101110100110000100100010 0 1
118	16.471	26.083	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001010011000000110000101111011111000000000001001101000111000111110101110100110000100100010 0 0
122	16.471	26.083	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001010011000000110000101111011111000000000001001101000111000111110101110100110000100100010 0 0
117	16.471	26.083	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001010011000000110000101111011111000000000001001101000111000111110101110100110000100100010 0 0
114	16.471	27.260	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001011011000000110000101111011111000000000001001101000111000111110101110100110000100100010 0 1
120	16.471	27.260	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001011011000000110000101111011111000000000001001101000111000111110101110100110000100100010 0 0
119	16.471	27.260	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001011011000000110000101111011111000000000001001101000111000111110101110100110000100100010 0 0
116	16.471	27.260	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001011011000000110000101111011111000000000001001101000111000111110101110100110000100100010 0 0
115	16.471	27.260	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001011011000000110000101111011111000000000001001101000111000111110101110100110000100100010 0 0
113	16.471	28.436	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001011011000000110000101111011111000000000001001111000111000111110101110100110000100100010 0 1
111	16.471	28.436	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001011011000000110000101111011111000000000001001111000111000111110101110100110000100100010 0 0
112	16.471	28.436	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001011011000000110000101111011111000000000001001111000111000111110101110100110000100100010 0 0
109	17.648	29.613	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100011011011000000111000101111011111000000000001001111000111000111110101110100110000100100010 1 1
105	17.648	29.613	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100011011011000000111000101111011111000000000001001111000111000111110101110100110000100100010 0 0
110	17.648	29.613	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100011011011000000111000101111011111000000000001001111000111000111110101110100110000100100010 0 0
107	17.648	29.613	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100011011011000000111000101111011111000000000001001111000111000111110101110100110000100100010 0 0
108	17.648	29.613	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100011011011000000111000101111011111000000000001001111000111000111110101110100110000100100010 0 0
106	17.648	29.613	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100011011011000000111000101111011111000000000001001111000111000111110101110100110000100100010 0 0
104	18.824	29.613	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001011011000000111000101111011111000000000001001111000111000111110101110100110000100100010 1 0
103	18.824	33.229	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001011011000000111001111111011111000000000001001111000111000111110101110100110000100101010 0 3
101	18.824	34.406	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001011011001000111001111111011111000000000001001111000111000111110101110100110000100101010 0 1
102	18.824	34.406	( 0 )	1110010001010101111011000000000000100100000110010100011110000001011110110000011100001011011001000111001111111011111000000000001001111000111000111110101110100110000100101010 0 0
100	20.001	36.787	( 0 )	1110010001010101111011000000000000100100000110010100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111000111110101110100110100100101010 1 2
99	20.001	37.963	( 0 )	1110010001010101111011000000000000100100000110010100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111000111110101100100110100100101010 0 1
92	20.001	39.140	( 0 )	1110010001010101111011000000000000100100000110010100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111000111110101100100010100100101010 0 1
93	20.001	39.140	( 0 )	1110010001010101111011000000000000100100000110010100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111000111110101100100010100100101010 0 0
87	20.001	40.317	( 0 )	1110010001010101111011000000000000100100000110010100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111000111110101100100000100100101010 0 1
86	20.001	40.317	( 0 )	1110010001010101111011000000000000100100000110010100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111000111110101100100000100100101010 0 0
91	20.001	40.317	( 0 )	1110010001010101111011000000000000100100000110010100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111000111110101100100000100100101010 0 0
94	20.001	40.317	( 0 )	1110010001010101111011000000000000100100000110010100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111000111110101100100000100100101010 0 0
88	20.001	40.317	( 0 )	1110010001010101111011000000000000100100000110010100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111000111110101100100000100100101010 0 0
96	20.001	40.317	( 0 )	1110010001010101111011000000000000100100000110010100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111000111110101100100000100100101010 0 0
98	20.001	40.317	( 0 )	1110010001010101111011000000000000100100000110010100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111000111110101100100000100100101010 0 0
95	20.001	40.317	( 0 )	1110010001010101111011000000000000100100000110010100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111000111110101100100000100100101010 0 0
89	20.001	40.317	( 0 )	1110010001010101111011000000000000100100000110010100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111000111110101100100000100100101010 0 0
97	20.001	40.317	( 0 )	1110010001010101111011000000000000100100000110010100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111000111110101100100000100100101010 0 0
90	20.001	40.317	( 0 )	1110010001010101111011000000000000100100000110010100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111000111110101100100000100100101010 0 0
81	21.177	41.493	( 0 )	1110010001010101111011000000000000100100000110000100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111001111110101100100000100100101010 1 1
85	21.177	41.493	( 0 )	1110010001010101111011000000000000100100000110000100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111001111110101100100000100100101010 0 0
78	21.177	41.493	( 0 )	1110010001010101111011000000000000100100000110000100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111001111110101100100000100100101010 0 0
84	21.177	41.493	( 0 )	1110010001010101111011000000000000100100000110000100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111001111110101100100000100100101010 0 0
79	22.354	41.493	( 0 )	1010010001010101111011000000000000100100000110000100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111001111110101100100000100100101010 1 0
83	22.354	41.493	( 0 )	1010010001010101111011000000000000100100000110000100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111001111110101100100000100100101010 0 0
80	22.354	41.493	( 0 )	1010010001010101111011000000000000100100000110000100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111001111110101100100000100100101010 0 0
82	22.354	41.493	( 0 )	1010010001010101111011000000000000100100000110000100011110001001011110110000011100001011011001000111001111111011111000000000001001111010111001111110101100100000100100101010 0 0
76	22.354	43.874	( 0 )	1010010001010101111011000000000000100100000110000100011110001001011110110000011100001011011001001111001111111011111000000000001001111010111001111110101100100000100100101110 0 2
77	22.354	43.874	( 0 )	1010010001010101111011000000000000100100000110000100011110001001011110110000011100001011011001001111001111111011111000000000001001111010111001111110101100100000100100101110 0 0
75	22.354	47.490	( 0 )	1010010001010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111010110001111110101100100000100101101110 0 3
73	23.530	51.107	( 0 )	1010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111010110101111111100100100000100101101110 1 3
60	23.530	51.107	( 0 )	1010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111010110101111111100100100000100101101110 0 0
69	23.530	52.283	( 0 )	1010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111110110101111111100100100000100101101110 0 1
72	23.530	52.283	( 0 )	1010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111110110101111111100100100000100101101110 0 0
66	23.530	52.283	( 0 )	1010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111110110101111111100100100000100101101110 0 0
68	23.530	52.283	( 0 )	1010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111110110101111111100100100000100101101110 0 0
67	23.530	52.283	( 0 )	1010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111110110101111111100100100000100101101110 0 0
71	23.530	52.283	( 0 )	1010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111110110101111111100100100000100101101110 0 0
74	23.530	52.283	( 0 )	1010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111110110101111111100100100000100101101110 0 0
70	23.530	52.283	( 0 )	1010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111110110101111111100100100000100101101110 0 0
65	23.530	52.283	( 0 )	1010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111110110101111111100100100000100101101110 0 0
61	24.707	52.283	( 0 )	0010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111110110101111111100100100000100101101110 1 0
63	24.707	52.283	( 0 )	0010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111110110101111111100100100000100101101110 0 0
59	24.707	52.283	( 0 )	0010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111110110101111111100100100000100101101110 0 0
62	24.707	52.283	( 0 )	0010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111110110101111111100100100000100101101110 0 0
64	24.707	52.283	( 0 )	0010010000010101111011000000000000100100000110000100011110001001011110110000011100001011011001001101001111111011111000000000001001111110110101111111100100100000100101101110 0 0
55	25.884	54.664	( 0 )	0010010000010101111011000000000000100100000110000100011110001001011110110000011100000011011001001101001111111011111000000000001001111110110111111011100100100000100101101110 1 2
56	25.884	54.664	( 0 )	0010010000010101111011000000000000100100000110000100011110001001011110110000011100000011011001001101001111111011111000000000001001111110110111111011100100100000100101101110 0 0
58	27.060	54.664	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110110000011100000011011001001101001111111011111000000000001001111110110111111011100100100000100101101110 1 0
54	27.060	54.664	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110110000011100000011011001001101001111111011111000000000001001111110110111111011100100100000100101101110 0 0
57	27.060	55.841	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110110000011100000011011001001101001111111011111010000000001001111110110111111011100100100000100101101110 0 1
48	28.237	62.022	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001001111110110111111011100100000000110111101110 1 5
51	28.237	62.022	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001001111110110111111011100100000000110111101110 0 0
52	28.237	62.022	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001001111110110111111011100100000000110111101110 0 0
53	28.237	62.022	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001001111110110111111011100100000000110111101110 0 0
50	28.237	62.022	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001001111110110111111011100100000000110111101110 0 0
49	28.237	62.022	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001001111110110111111011100100000000110111101110 0 0
30	28.237	64.403	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001000111111110111111011100100000000110111101110 0 2
36	28.237	64.403	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001000111111110111111011100100000000110111101110 0 0
35	28.237	64.403	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001000111111110111111011100100000000110111101110 0 0
41	28.237	64.403	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001000111111110111111011100100000000110111101110 0 0
37	28.237	64.403	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001000111111110111111011100100000000110111101110 0 0
27	28.237	64.403	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001000111111110111111011100100000000110111101110 0 0
34	28.237	64.403	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001000111111110111111011100100000000110111101110 0 0
38	28.237	64.403	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001000111111110111111011100100000000110111101110 0 0
46	28.237	64.403	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001000111111110111111011100100000000110111101110 0 0
47	28.237	64.403	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001000111111110111111011100100000000110111101110 0 0
40	28.237	64.403	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001000111111110111111011100100000000110111101110 0 0
28	28.237	64.403	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001000111111110111111011100100000000110111101110 0 0
42	28.237	64.403	( 0 )	0010010000010101111011000000000000100100001110000100011110001001011110100000011100000011011001001101011110111011111010000000001000111111110111111011100100000000110111101110 0 0
