#java OrderMarkers2 data=data_fil.call map=map.txt scale=2M/N randSeed=-1505754235581134795
#*** LG = 1 likelihood = -2936.8402
#marker_number	male_position	female_position	( 0.0 )[	phased data]
40	4.734	33.502	( 0 )	1101010110000111010100100110011101010000010011111111010010111100010110110010010101101111011001010011010100111100011101001111100100000010110010110011111100001001100000111100 0 1
55	9.616	34.678	( 0 )	1101010110001111010011100110011101010000010011111111010010111100010110110010010101101111011001010011010100111100011101001111100100000010110010110111111100001001100000111100 4 1
59	10.793	34.678	( 0 )	1101010110001111010011100110011101010000010011111111010010111100010110110010011101101111011001010011010100111100011101001111100100000010110010110111111100001001100000111100 1 0
58	10.793	34.678	( 0 )	1101010110001111010011100110011101010000010011111111010010111100010110110010011101101111011001010011010100111100011101001111100100000010110010110111111100001001100000111100 0 0
54	10.793	34.678	( 0 )	1101010110001111010011100110011101010000010011111111010010111100010110110010011101101111011001010011010100111100011101001111100100000010110010110111111100001001100000111100 0 0
56	10.793	34.678	( 0 )	1101010110001111010011100110011101010000010011111111010010111100010110110010011101101111011001010011010100111100011101001111100100000010110010110111111100001001100000111100 0 0
52	10.793	34.678	( 0 )	1101010110001111010011100110011101010000010011111111010010111100010110110010011101101111011001010011010100111100011101001111100100000010110010110111111100001001100000111100 0 0
50	10.793	34.678	( 0 )	1101010110001111010011100110011101010000010011111111010010111100010110110010011101101111011001010011010100111100011101001111100100000010110010110111111100001001100000111100 0 0
51	10.793	34.678	( 0 )	1101010110001111010011100110011101010000010011111111010010111100010110110010011101101111011001010011010100111100011101001111100100000010110010110111111100001001100000111100 0 0
53	10.793	34.678	( 0 )	1101010110001111010011100110011101010000010011111111010010111100010110110010011101101111011001010011010100111100011101001111100100000010110010110111111100001001100000111100 0 0
57	10.793	34.678	( 0 )	1101010110001111010011100110011101010000010011111111010010111100010110110010011101101111011001010011010100111100011101001111100100000010110010110111111100001001100000111100 0 0
60	10.793	35.855	( 0 )	1101010110001111010011100110011101010000010011111111010010111100010110110010011101101111010001010011010100111100011101001111100100000010110010110111111100001001100000111100 0 1
62	10.793	35.855	( 0 )	1101010110001111010011100110011101010000010011111111010010111100010110110010011101101111010001010011010100111100011101001111100100000010110010110111111100001001100000111100 0 0
61	10.793	35.855	( 0 )	1101010110001111010011100110011101010000010011111111010010111100010110110010011101101111010001010011010100111100011101001111100100000010110010110111111100001001100000111100 0 0
64	11.969	35.855	( 0 )	1101010110001111010011100110011101010000010011111111010010111100110110110010011101101111010001010011010100111100011101001111100100000010110010110111111100001001100000111100 1 0
65	11.969	35.855	( 0 )	1101010110001111010011100110011101010000010011111111010010111100110110110010011101101111010001010011010100111100011101001111100100000010110010110111111100001001100000111100 0 0
66	11.969	35.855	( 0 )	1101010110001111010011100110011101010000010011111111010010111100110110110010011101101111010001010011010100111100011101001111100100000010110010110111111100001001100000111100 0 0
63	11.969	35.855	( 0 )	1101010110001111010011100110011101010000010011111111010010111100110110110010011101101111010001010011010100111100011101001111100100000010110010110111111100001001100000111100 0 0
67	14.351	38.236	( 0 )	1101010100001111010011100110011101010000010011111111010010111100110110110010001101101111010001010011010100111100011100001111100100100010110010110111111100001001100000111100 2 2
68	14.351	39.413	( 0 )	1101010100001111010011100110011101010000010011111111010010111100110110110010001101101111010001010010010100111100011100001111100100100010110010110111111100001001100000111100 0 1
69	14.351	40.589	( 0 )	1101010100001111010011100110011101010000010011111111010010111100110110110010001101101111010001010010010100111100011100001111100100100010110010110111111100001001100000111000 0 1
71	14.351	42.971	( 0 )	1101010100001111010011100110011101010000010011111111010010111100110110110010001101101111010001010010010100111100011100001111100100100010110010110111101100001001101000111000 0 2
73	14.351	42.971	( 0 )	1101010100001111010011100110011101010000010011111111010010111100110110110010001101101111010001010010010100111100011100001111100100100010110010110111101100001001101000111000 0 0
72	14.351	42.971	( 0 )	1101010100001111010011100110011101010000010011111111010010111100110110110010001101101111010001010010010100111100011100001111100100100010110010110111101100001001101000111000 0 0
74	14.351	42.971	( 0 )	1101010100001111010011100110011101010000010011111111010010111100110110110010001101101111010001010010010100111100011100001111100100100010110010110111101100001001101000111000 0 0
70	14.351	42.971	( 0 )	1101010100001111010011100110011101010000010011111111010010111100110110110010001101101111010001010010010100111100011100001111100100100010110010110111101100001001101000111000 0 0
75	14.351	42.971	( 0 )	1101010100001111010011100110011101010000010011111111010010111100110110110010001101101111010001010010010100111100011100001111100100100010110010110111101100001001101000111000 0 0
76	15.527	46.587	( 0 )	1101010100001111010011100110011101010000010011111111010010111100100110110010001101101111000001010010010100111100011100001111100100100010110010110110101100001001101100111000 1 3
77	16.704	46.587	( 0 )	1001010100001111010011100110011101010000010011111111010010111100100110110010001101101111000001010010010100111100011100001111100100100010110010110110101100001001101100111000 1 0
84	17.880	48.968	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100110110010001101101101000001010010010100111100011100001111100100100010110010110110101100011001101100111000 1 2
80	17.880	48.968	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100110110010001101101101000001010010010100111100011100001111100100100010110010110110101100011001101100111000 0 0
83	19.057	48.968	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011100001111100100100010110010110110101100011001101100111000 1 0
81	19.057	48.968	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011100001111100100100010110010110110101100011001101100111000 0 0
79	19.057	48.968	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011100001111100100100010110010110110101100011001101100111000 0 0
85	19.057	48.968	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011100001111100100100010110010110110101100011001101100111000 0 0
86	19.057	48.968	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011100001111100100100010110010110110101100011001101100111000 0 0
82	19.057	48.968	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011100001111100100100010110010110110101100011001101100111000 0 0
87	19.057	48.968	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011100001111100100100010110010110110101100011001101100111000 0 0
78	19.057	48.968	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011100001111100100100010110010110110101100011001101100111000 0 0
89	19.057	50.145	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011100000111100100100010110010110110101100011001101100111000 0 1
90	19.057	50.145	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011100000111100100100010110010110110101100011001101100111000 0 0
88	19.057	50.145	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011100000111100100100010110010110110101100011001101100111000 0 0
91	19.057	52.526	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011000000111100100100010110010110110101100011001101100111001 0 2
92	19.057	53.702	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011000000111110100100010110010110110101100011001101100111001 0 1
95	19.057	53.702	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011000000111110100100010110010110110101100011001101100111001 0 0
96	19.057	53.702	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011000000111110100100010110010110110101100011001101100111001 0 0
94	19.057	53.702	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011000000111110100100010110010110110101100011001101100111001 0 0
93	19.057	54.879	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110010001101101101000001010010010100111100011000000111110100100010110010110110101100011001111100111001 0 1
102	21.438	58.495	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101010100010110110101100011101111100111001 2 3
99	21.438	58.495	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101010100010110110101100011101111100111001 0 0
101	21.438	58.495	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101010100010110110101100011101111100111001 0 0
104	21.438	58.495	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101010100010110110101100011101111100111001 0 0
105	21.438	58.495	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101010100010110110101100011101111100111001 0 0
100	21.438	58.495	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101010100010110110101100011101111100111001 0 0
108	21.438	58.495	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101010100010110110101100011101111100111001 0 0
106	21.438	58.495	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101010100010110110101100011101111100111001 0 0
97	21.438	58.495	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101010100010110110101100011101111100111001 0 0
103	21.438	58.495	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101010100010110110101100011101111100111001 0 0
98	21.438	58.495	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101010100010110110101100011101111100111001 0 0
107	21.438	58.495	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101010100010110110101100011101111100111001 0 0
116	21.438	59.672	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101000100010110110101100011101111100111001 0 1
117	21.438	59.672	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101000100010110110101100011101111100111001 0 0
115	21.438	59.672	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101000100010110110101100011101111100111001 0 0
109	21.438	59.672	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101000100010110110101100011101111100111001 0 0
110	21.438	59.672	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101000100010110110101100011101111100111001 0 0
111	21.438	59.672	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101000100010110110101100011101111100111001 0 0
119	21.438	60.848	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010110010100111100011000000111110100101000100010110110101100011101111100111001 0 1
120	21.438	60.848	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010110010100111100011000000111110100101000100010110110101100011101111100111001 0 0
113	21.438	60.848	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010110010100111100011000000111110100101000100010110110101100011101111100111001 0 0
118	21.438	60.848	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010110010100111100011000000111110100101000100010110110101100011101111100111001 0 0
114	21.438	60.848	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010110010100111100011000000111110100101000100010110110101100011101111100111001 0 0
112	21.438	62.025	( 0 )	1001010100001111010011100110011101010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101000100010110110101100011101111100111001 0 1
147	22.615	63.201	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001100010110110101100011101111100111001 1 1
148	22.615	63.201	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001100010110110101100011101111100111001 0 0
121	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 1
142	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
131	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
125	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
143	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
139	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
140	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
128	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
138	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
130	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
127	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
129	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
132	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
124	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
146	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
123	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
126	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
137	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
145	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
141	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
122	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
144	22.615	64.378	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010010100111100011000000111110100101001101010110110101100011101111100111001 0 0
136	22.615	69.260	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010110100111100011010000111110100101101101010110110101100011101111100111011 0 4
134	22.615	69.260	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010110100111100011010000111110100101101101010110110101100011101111100111011 0 0
135	22.615	69.260	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010110100111100011010000111110100101101101010110110101100011101111100111011 0 0
133	22.615	69.260	( 0 )	1001010100001111010011100110011001010100010011111111010010111100100100110000001111101101000001010010110100111100011010000111110100101101101010110110101100011101111100111011 0 0
149	27.497	69.260	( 0 )	1001010100001101010011100100011001010100010011101111010010111100100100110000001111100101000001010010110100111100011010000111110100101101101010110110101100011101111100111011 4 0
150	27.497	69.260	( 0 )	1001010100001101010011100100011001010100010011101111010010111100100100110000001111100101000001010010110100111100011010000111110100101101101010110110101100011101111100111011 0 0
158	28.673	70.436	( 0 )	1001010100001101010011100100010001010100010011101111010010111100100100110000001111100101100001010010110100111100011010000111110100101101101010110110101100011101111100111011 1 1
152	28.673	70.436	( 0 )	1001010100001101010011100100010001010100010011101111010010111100100100110000001111100101100001010010110100111100011010000111110100101101101010110110101100011101111100111011 0 0
156	28.673	71.613	( 0 )	1001010100001101010011100100010001010100010011101111010010111100100100110000001111100101100001010010110000111100011010000111110100101101101010110110101100011101111100111011 0 1
155	28.673	71.613	( 0 )	1001010100001101010011100100010001010100010011101111010010111100100100110000001111100101100001010010110000111100011010000111110100101101101010110110101100011101111100111011 0 0
154	28.673	71.613	( 0 )	1001010100001101010011100100010001010100010011101111010010111100100100110000001111100101100001010010110000111100011010000111110100101101101010110110101100011101111100111011 0 0
157	28.673	71.613	( 0 )	1001010100001101010011100100010001010100010011101111010010111100100100110000001111100101100001010010110000111100011010000111110100101101101010110110101100011101111100111011 0 0
151	28.673	72.789	( 0 )	1001010100001101010011100100010001010100010011101111010010111100100100110000001111100101100001010010110100111100011010000111110100101101101010110110101100011101111100111011 0 1
153	28.673	72.789	( 0 )	1001010100001101010011100100010001010100010011101111010010111100100100110000001111100101100001010010110100111100011010000111110100101101101010110110101100011101111100111011 0 0
159	29.850	73.966	( 0 )	1001010100001101010011100100010001010100010011101111010010011100100100110000001111100101100001110010110100111100011010000111110100101101101010110110101100011101111100111011 1 1
160	29.850	73.966	( 0 )	1001010100001101010011100100010001010100010011101111010010011100100100110000001111100101100001110010110100111100011010000111110100101101101010110110101100011101111100111011 0 0
162	31.026	75.142	( 0 )	1001010100001101010011100100010001010100000011101111010010011100100100110000001111100101100001110010110100111100111010000111110100101101101010110110101100011101111100111011 1 1
161	31.026	75.142	( 0 )	1001010100001101010011100100010001010100000011101111010010011100100100110000001111100101100001110010110100111100111010000111110100101101101010110110101100011101111100111011 0 0
168	33.408	82.656	( 0 )	1001010100001101010000100100010001010100000011101111010010011100100100110000001111100101100010110010110100000100111010000111110100101101101000110110101100011101111100111011 2 6
164	33.408	82.656	( 0 )	1001010100001101010000100100010001010100000011101111010010011100100100110000001111100101100010110010110100000100111010000111110100101101101000110110101100011101111100111011 0 0
169	33.408	82.656	( 0 )	1001010100001101010000100100010001010100000011101111010010011100100100110000001111100101100010110010110100000100111010000111110100101101101000110110101100011101111100111011 0 0
166	33.408	82.656	( 0 )	1001010100001101010000100100010001010100000011101111010010011100100100110000001111100101100010110010110100000100111010000111110100101101101000110110101100011101111100111011 0 0
165	33.408	82.656	( 0 )	1001010100001101010000100100010001010100000011101111010010011100100100110000001111100101100010110010110100000100111010000111110100101101101000110110101100011101111100111011 0 0
163	33.408	82.656	( 0 )	1001010100001101010000100100010001010100000011101111010010011100100100110000001111100101100010110010110100000100111010000111110100101101101000110110101100011101111100111011 0 0
167	33.408	82.656	( 0 )	1001010100001101010000100100010001010100000011101111010010011100100100110000001111100101100010110010110100000100111010000111110100101101101000110110101100011101111100111011 0 0
171	33.408	83.833	( 0 )	1001010100001101010000100100010001010100000011101111010010011100100100110000001111100101100010110010110100000100111010010111110100101101101000110110101100011101111100111011 0 1
170	33.408	83.833	( 0 )	1001010100001101010000100100010001010100000011101111010010011100100100110000001111100101100010110010110100000100111010010111110100101101101000110110101100011101111100111011 0 0
174	34.584	83.833	( 0 )	1001010100001101010000100100010001010100000011101111010010011100100100110100001111100101100010110010110100000100111010010111110100101101101000110110101100011101111100111011 1 0
175	34.584	83.833	( 0 )	1001010100001101010000100100010001010100000011101111010010011100100100110100001111100101100010110010110100000100111010010111110100101101101000110110101100011101111100111011 0 0
173	34.584	83.833	( 0 )	1001010100001101010000100100010001010100000011101111010010011100100100110100001111100101100010110010110100000100111010010111110100101101101000110110101100011101111100111011 0 0
